avg_ssim_3d,avg_ssim_2d,avg_mse,avg_mae,avg_rase,avg_fidelity,avg_RSE,avg_sre_l1,avg_sre_l2,avg_rsre_l1,avg_rsre_l2,avg_sigma_mean,avg_sigma_std,avg_sigma_min,avg_sigma_max,avg_sigma_median,num_images
0.956746220371888,0.887286215011642,0.0003546562,0.009465073,20.143461517771104,0.8753504591243362,0.09572678857616015,0.009465073,0.017965632,10.536410639594708,13.3764290583453,0.004371979492134415,0.005046730272754628,1.9046894716049992e-14,0.030155038319727673,0.0017423843367266403,224
