avg_ssim_3d,avg_ssim_2d,avg_mse,avg_mae,avg_rase,avg_fidelity,avg_RSE,avg_sre_l1,avg_sre_l2,avg_rsre_l1,avg_rsre_l2,avg_sigma_mean,avg_sigma_std,avg_sigma_min,avg_sigma_max,avg_sigma_median,num_images
0.9303540904988097,0.8442187675113854,0.00092509674,0.014221772,42.24326352410074,0.8689960588525316,0.2308290966595552,0.014221772,0.02695319,22.039035962235115,24.364590600873374,0.009532961129610027,0.012480581500307189,7.080908814453122e-14,0.12674483108501997,0.00551917960199163,161
