avg_ssim_3d,avg_ssim_2d,avg_mse,avg_mae,avg_rase,avg_fidelity,avg_RSE,avg_sre_l1,avg_sre_l2,avg_rsre_l1,avg_rsre_l2,avg_sigma_mean,avg_sigma_std,avg_sigma_min,avg_sigma_max,avg_sigma_median,num_images
0.9845924640914239,0.9423070281994624,0.00010036394,0.0039050952,12.375181051077451,0.8771225890053164,0.05222172846593561,0.0039050952,0.009088491,5.237958188185336,7.739832104666026,0.003950409075124688,0.0061874726273215075,7.552708534202069e-18,0.08791707408922125,0.001960732708929364,896
