avg_ssim_3d,avg_ssim_2d,avg_mse,avg_mae,avg_rase,avg_fidelity,avg_RSE,avg_sre_l1,avg_sre_l2,avg_rsre_l1,avg_rsre_l2,avg_sigma_mean,avg_sigma_std,avg_sigma_min,avg_sigma_max,avg_sigma_median,num_images
0.9694707615099599,0.895774490603079,0.0003783833,0.010824561,15.89542214624887,0.8704215201507509,0.1050910321122501,0.010824561,0.017417163,9.948969084362034,10.301020081096794,0.004243805883743334,0.0038253838687523968,7.564272811705064e-19,0.03402508722792845,0.0036261751032725443,640
