avg_ssim_3d,avg_ssim_2d,avg_mse,avg_mae,avg_rase,avg_fidelity,avg_RSE,avg_sre_l1,avg_sre_l2,avg_rsre_l1,avg_rsre_l2,avg_sigma_mean,avg_sigma_std,avg_sigma_min,avg_sigma_max,avg_sigma_median,num_images
0.9566739027187326,0.8994705262132546,0.0004517321,0.008961099,33.80001270797553,0.8726019562637298,0.17035246399852136,0.008961099,0.018411504,16.404468648963505,19.35287571977824,0.0024883872295807428,0.003702412419241025,3.347930930725827e-12,0.06918919427294491,0.001545323476724055,288
