avg_ssim_3d,avg_ssim_2d,avg_mse,avg_mae,avg_rase,avg_fidelity,avg_RSE,avg_sre_l1,avg_sre_l2,avg_rsre_l1,avg_rsre_l2,avg_sigma_mean,avg_sigma_std,avg_sigma_min,avg_sigma_max,avg_sigma_median,num_images
0.9501921266055118,0.8817447336959189,0.00060888863,0.009562914,43.30427971655669,0.8697711005069512,0.18594138355494091,0.009562914,0.021517923,18.657291735090862,21.170315227085133,0.0027291613613914063,0.004802491062281017,3.801810181727892e-14,0.07450393613189368,0.0009688382961030584,656
