avg_ssim_3d,avg_ssim_2d,avg_mse,avg_mae,avg_rase,avg_fidelity,avg_RSE,avg_sre_l1,avg_sre_l2,avg_rsre_l1,avg_rsre_l2,avg_sigma_mean,avg_sigma_std,avg_sigma_min,avg_sigma_max,avg_sigma_median,num_images
0.9516753629052269,0.8832748254045517,0.0005947456,0.009425892,42.730381461872305,0.870183769865989,0.18419204654580937,0.009425892,0.021306459,18.38907235551898,20.900182998398456,0.0027623924049804353,0.005016745900431443,3.5798728181959393e-16,0.0751770705541187,0.000935654855511086,656
