avg_ssim_3d,avg_ssim_2d,avg_mse,avg_mae,avg_rase,avg_fidelity,avg_RSE,avg_sre_l1,avg_sre_l2,avg_rsre_l1,avg_rsre_l2,avg_sigma_mean,avg_sigma_std,avg_sigma_min,avg_sigma_max,avg_sigma_median,num_images
0.9842232082856172,0.9423343648294564,0.000103957274,0.0039802054,12.59210779343543,0.8770899977611626,0.05283376634179149,0.0039802054,0.009274557,5.318926492639418,7.891532452777028,0.003969589349123582,0.006299456242491682,5.572552362312681e-19,0.08680469105976434,0.0019033340816869376,896
