avg_ssim_3d,avg_ssim_2d,avg_mse,avg_mae,avg_rase,avg_fidelity,avg_RSE,avg_sre_l1,avg_sre_l2,avg_rsre_l1,avg_rsre_l2,avg_sigma_mean,avg_sigma_std,avg_sigma_min,avg_sigma_max,avg_sigma_median,num_images
0.930039304054157,0.8419322008022456,0.00092226674,0.014122865,41.73148250282383,0.868678259928506,0.23057921402017523,0.014122865,0.0268347,21.863111467187448,24.10877432604754,0.010333205943475969,0.012993674731078726,3.571398810572891e-11,0.11449771170845684,0.006013677227715759,161
